,allow_pets,built_year,condition,deposit,number_of_rooms,postal_code,rent,total_size,type
187,ei tiedossa,1967,ei luokiteltu,690.00,3 huonetta,87300,690 €/kk,72 m²,kerrostalo
188,ei tiedossa,1938,hyvä,1380.00,Yksiö,00330,690 €/kk,23 m²,kerrostalo
189,ei tiedossa,1987,hyvä,1300.00,Yksiö,01360,650 €/kk,38 m²,kerrostalo
190,ei tiedossa,1970,hyvä,1700.00,Kaksio,01300,850 €/kk,59 m²,kerrostalo
191,ei tiedossa,1966,hyvä,2280.00,3 huonetta,00320,1 140 €/kk,62 m²,kerrostalo
192,ei tiedossa,2017,hyvä,1700.00,Kaksio,01400,850 €/kk,48 m²,kerrostalo
193,ei sallittu,1975,hyvä,1200.00,Kaksio,60100,600 €/kk,58 m²,kerrostalo
194,ei sallittu,1975,hyvä,600 €,4 huonetta,38700,600 €/kk,149 m²,omakotitalo
195,ei sallittu,1997,hyvä,noin yhden kuukauden vuokra,3 huonetta,33900,"968,47 €/kk","72,5 m²",kerrostalo
196,ei sallittu,1937,hyvä,noin yhden kuukauden vuokra,Yksiö,00150,949 €/kk,34 m²,kerrostalo
197,ei sallittu,1964,hyvä,1 kuukauden vuokra,Yksiö,90120,480 €/kk,34 m²,kerrostalo
198,ei sallittu,2013,hyvä,"2 kk 1500,00 €",Kaksio,03100,750 €/kk,49 m²,rivitalo
199,ei sallittu,2013,hyvä,"2 kk 1500,00 €",Kaksio,03100,750 €/kk,49 m²,rivitalo
200,ei sallittu,2011,hyvä,"1360,00",Yksiö,02330,680 €/kk,"36,5 m²",kerrostalo
201,ei tiedossa,2017,ei luokiteltu,1500 ,Kaksio,33540,750 €/kk,"44,5 m²",kerrostalo
202,ei sallittu,2017,hyvä,"600,00 e",Yksiö,80220,600 €/kk,30 m²,kerrostalo
203,ei sallittu,1980,hyvä,"1 680,00 e",3 huonetta,33880,840 €/kk,"78,5 m²",kerrostalo
204,ei sallittu,2010,hyvä,"700,00 e",Kaksio,33330,700 €/kk,58 m²,kerrostalo
205,ei sallittu,1975,hyvä,250 €,Kaksio,33720,699 €/kk,62 m²,kerrostalo
206,ei sallittu,2016,hyvä,Sopimuksen mukaan,Kaksio,00950,950 €/kk,48 m²,kerrostalo
207,ei sallittu,2012,hyvä,Sopimuksen mukaan,Kaksio,00990,1 060 €/kk,55 m²,kerrostalo
208,ei sallittu,2015,hyvä,1kk/350€,Kaksio,01640,953 €/kk,53 m²,kerrostalo
209,ei sallittu,2016,hyvä,1 kk:n vuokra,Yksiö,70840,590 €/kk,"31,5 m²",kerrostalo
210,ei sallittu,2005,hyvä,1 kk:n vuokra,Kaksio,90450,550 €/kk,"45,5 m²",kerrostalo
211,ei sallittu,2017,hyvä,"1kk, 350€",Kaksio,02200,935 €/kk,"44,5 m²",kerrostalo
212,ei sallittu,2016,hyvä,1kk/350€,Kaksio,01700,880 €/kk,51 m²,kerrostalo
213,ei tiedossa,2016,hyvä,"382,50",Yksiö,53850,"382,50 €/kk",25 m²,kerrostalo
214,ei sallittu,1939,hyvä,500 €,Yksiö,20810,750 €/kk,"43,5 m²",kerrostalo
215,ei tiedossa,1939,hyvä,1700.00,Kaksio,02360,850 €/kk,"59,5 m²",kerrostalo
216,ei tiedossa,1972,tyydyttävä,960.00,Yksiö,15700,480 €/kk,28 m²,kerrostalo
217,ei tiedossa,2017,hyvä,1340.00,Yksiö,01600,670 €/kk,"24,5 m²",kerrostalo
218,ei tiedossa,1971,hyvä,1680.00,Kaksio,01300,840 €/kk,"54,5 m²",kerrostalo
219,ei tiedossa,1959,hyvä,1240.00,Yksiö,00420,620 €/kk,27 m²,kerrostalo
220,ei sallittu,1959,hyvä,1120.00,Kaksio,28100,560 €/kk,45 m²,kerrostalo
221,ei sallittu,1972,hyvä,1040.00,Yksiö,33500,520 €/kk,29 m²,kerrostalo
222,ei sallittu,2008,hyvä,1kk:n vuokran suuruinen,3 huonetta,90650,851 €/kk,68 m²,luhtitalo
223,ei sallittu,2016,hyvä,1kk:n vuokran suuruinen,Kaksio,00380,950 €/kk,"37,5 m²",kerrostalo
224,ei sallittu,1980,hyvä,1kk:n vuokran suuruinen,Yksiö,02650,"773,33 €/kk","30,5 m²",kerrostalo
225,ei sallittu,1998,hyvä,1kk:n vuokran suuruinen,3 huonetta,01300,1 240 €/kk,70 m²,kerrostalo
226,ei sallittu,2017,hyvä,1kk:n vuokran suuruinen,Kaksio,02200,905 €/kk,"41,5 m²",kerrostalo
227,ei sallittu,2017,hyvä,noin yhden kuukauden vuokra,Yksiö,40900,"316,46 €/kk","25,5 m²",rivitalo
228,ei sallittu,2017,hyvä,noin yhden kuukauden vuokra,Kaksio,40100,"614,18 €/kk","49,5 m²",kerrostalo
229,ei sallittu,1991,hyvä,noin yhden kuukauden vuokra,3 huonetta,04130,910 €/kk,77 m²,kerrostalo
230,ei sallittu,1962,hyvä,"1 780,00 e",4 huonetta,28360,890 €/kk,120 m²,paritalo
231,ei sallittu,2016,hyvä,"1 780,00 e",Kaksio,00380,875 €/kk,34 m²,kerrostalo
232,ei sallittu,2017,ei luokiteltu,710.00,Kaksio,96100,710 €/kk,"44,5 m²",kerrostalo
233,ei sallittu,1997,hyvä,2 kk vuokraa vastaava summa,4 huonetta,20100,"1364,86 €/kk","91,5 m²",kerrostalo
234,ei sallittu,2018,hyvä,"1300,00",Yksiö,20100,650 €/kk,32 m²,kerrostalo
235,ei sallittu,2018,hyvä,"1300,00",Yksiö,20100,650 €/kk,32 m²,kerrostalo
236,ei sallittu,1975,hyvä,1 kk vuokra,3 huonetta,78850,675 €/kk,81 m²,kerrostalo
237,ei tiedossa,1976,hyvä,1390.00,3 huonetta,06450,695 €/kk,59 m²,kerrostalo
238,ei tiedossa,2006,hyvä,1300.00,Yksiö,02760,650 €/kk,36 m²,kerrostalo
239,ei tiedossa,2006,ei luokiteltu,780.00,Kaksio,03100,780 €/kk,"64,5 m²",rivitalo
240,ei sallittu,1972,hyvä,2 060,3 huonetta,00770,1 030 €/kk,80 m²,kerrostalo
241,ei sallittu,1972,hyvä,2 060,3 huonetta,00770,1 030 €/kk,80 m²,kerrostalo
242,ei sallittu,2017,hyvä,599,Yksiö,33900,600 €/kk,32 m²,kerrostalo
243,ei sallittu,1976,tyydyttävä,370,Yksiö,38700,370 €/kk,"34,5 m²",kerrostalo
244,ei sallittu,1970,hyvä,950,Yksiö,37100,475 €/kk,36 m²,kerrostalo
245,ei sallittu,2017,hyvä,"1350,00",3 huonetta,00940,1 350 €/kk,"83,5 m²",kerrostalo
246,ei sallittu,2017,hyvä,2kk vuokraa vastaava summa.,Yksiö,00910,649 €/kk,32 m²,kerrostalo
247,ei sallittu,2000,hyvä,250 €,3 huonetta,90250,837 €/kk,66 m²,kerrostalo
248,ei sallittu,1990,hyvä,250 €,Kaksio,90240,589 €/kk,"58,5 m²",kerrostalo
249,ei sallittu,1975,hyvä,465€,Kaksio,95420,465 €/kk,45 m²,kerrostalo
250,ei sallittu,1974,tyydyttävä,600€,3 huonetta,95420,600 €/kk,74 m²,kerrostalo
251,ei sallittu,1975,hyvä,560€,Kaksio,95400,560 €/kk,"59,5 m²",kerrostalo
252,ei sallittu,1991,hyvä,560€,Kaksio,00330,975 €/kk,43 m²,kerrostalo
253,ei sallittu,1976,hyvä,1000 €,3 huonetta,38710,600 €/kk,80 m²,kerrostalo
254,ei sallittu,2018,hyvä,"1670,00",Kaksio,20100,835 €/kk,"56,5 m²",kerrostalo
255,ei tiedossa,2018,hyvä,1380.00,Yksiö,01700,690 €/kk,"30,5 m²",luhtitalo
256,ei tiedossa,1966,hyvä,1000.00,Kaksio,15210,500 €/kk,53 m²,kerrostalo
257,ei tiedossa,1957,hyvä,1250.00,Yksiö,00370,625 €/kk,24 m²,kerrostalo
258,ei tiedossa,1977,hyvä,1170.00,Yksiö,04320,585 €/kk,35 m²,kerrostalo
259,ei tiedossa,1977,hyvä,1170.00,Yksiö,00810,2 343 €/kk,35 m²,kerrostalo
260,ei tiedossa,1977,tyydyttävä,1170.00,3 huonetta,01710,2 382 €/kk,73 m²,kerrostalo
261,ei tiedossa,2014,hyvä,1170.00,Yksiö,02680,1 367 €/kk,25 m²,rivitalo
262,ei tiedossa,2014,tyydyttävä,1170.00,Yksiö,00100,1 066 €/kk,18 m²,kerrostalo
263,ei tiedossa,2014,tyydyttävä,1170.00,Yksiö,86110,1 303 €/kk,26 m²,rivitalo
264,ei tiedossa,2014,tyydyttävä,1170.00,Yksiö,86110,1 005 €/kk,"11,5 m²",rivitalo
265,ei tiedossa,2015,hyvä,1170.00,Yksiö,02650,1 502 €/kk,15 m²,kerrostalo
266,ei tiedossa,1984,tyydyttävä,1170.00,Yksiö,01530,1 164 €/kk,15 m²,kerrostalo
267,ei tiedossa,2003,hyvä,1170.00,4 huonetta,01520,2 881 €/kk,90 m²,kerrostalo
268,ei tiedossa,1984,tyydyttävä,1170.00,Yksiö,01530,1 401 €/kk,15 m²,kerrostalo
269,ei tiedossa,2015,hyvä,1170.00,3 huonetta,90400,2 167 €/kk,59 m²,kerrostalo
270,ei tiedossa,1993,hyvä,1170.00,3 huonetta,00180,3 387 €/kk,70 m²,kerrostalo
271,ei tiedossa,1993,hyvä,1170.00,Yksiö,15110,1 745 €/kk,20 m²,kerrostalo
272,ei sallittu,1981,hyvä,1170.00,4 huonetta,00240,1 560 €/kk,"95,5 m²",kerrostalo
273,ei sallittu,2000,hyvä,1170.00,Kaksio,00500,1 090 €/kk,42 m²,kerrostalo
274,ei sallittu,1990,hyvä,250 €,3 huonetta,40620,738 €/kk,60 m²,kerrostalo
275,ei sallittu,2013,hyvä,1kk,3 huonetta,96460,1 000 €/kk,72 m²,rivitalo
276,ei sallittu,1974,hyvä,520€,Kaksio,95420,520 €/kk,57 m²,kerrostalo
277,ei sallittu,1965,hyvä,520€,Yksiö,00920,750 €/kk,"27,5 m²",kerrostalo
278,ei sallittu,2012,hyvä,520€,3 huonetta,00990,1 259 €/kk,66 m²,kerrostalo
279,ei tiedossa,1996,hyvä,"0,00 ",4 huonetta,04300,0 €/kk,90 m²,rivitalo
280,ei tiedossa,2007,hyvä,890,Kaksio,02320,890 €/kk,"51,5 m²",kerrostalo
281,ei tiedossa,1984,hyvä,690.00,Kaksio,90650,690 €/kk,60 m²,rivitalo
282,ei tiedossa,2006,hyvä,2100.00,3 huonetta,02320,1 050 €/kk,"69,5 m²",kerrostalo
283,ei tiedossa,1961,hyvä,1468.00,Yksiö,00120,734 €/kk,24 m²,kerrostalo
284,ei tiedossa,1928,hyvä,1430.00,Yksiö,00510,715 €/kk,25 m²,kerrostalo
285,ei sallittu,1928,tyydyttävä,1500 €,Yksiö,00150,750 €/kk,28 m²,kerrostalo
286,ei sallittu,2017,hyvä,2*kk,Kaksio,33540,820 €/kk,"40,5 m²",kerrostalo
287,ei sallittu,1924,hyvä,1960 €,Yksiö,00100,980 €/kk,"40,75 m²",kerrostalo
288,ei sallittu,2017,hyvä,2*kk,Kaksio,33540,770 €/kk,"40,5 m²",kerrostalo
289,ei sallittu,2017,hyvä,2*kk,Yksiö,33540,650 €/kk,30 m²,kerrostalo
290,ei sallittu,1983,hyvä,noin yhden kuukauden vuokra,3 huonetta,20610,638 €/kk,"76,5 m²",kerrostalo
291,ei sallittu,1990,hyvä,noin yhden kuukauden vuokra,Kaksio,20540,576 €/kk,58 m²,kerrostalo
292,ei sallittu,1991,hyvä,noin yhden kuukauden vuokra,Kaksio,20540,642 €/kk,"60,5 m²",luhtitalo
293,ei sallittu,1995,hyvä,noin yhden kuukauden vuokra,Kaksio,20360,616 €/kk,"62,5 m²",kerrostalo
294,ei sallittu,2004,hyvä,noin yhden kuukauden vuokra,Kaksio,20320,596 €/kk,53 m²,kerrostalo
295,ei tiedossa,1974,tyydyttävä,1360.00,Kaksio,01710,680 €/kk,54 m²,kerrostalo
296,ei tiedossa,1964,hyvä,1180.00,Kaksio,20360,590 €/kk,52 m²,kerrostalo
297,ei tiedossa,1956,hyvä,1300.00,Kaksio,20540,650 €/kk,63 m²,kerrostalo
298,ei tiedossa,2013,hyvä,1360.00,Kaksio,21200,680 €/kk,"40,5 m²",kerrostalo
299,ei sallittu,2017,hyvä,2*kk,Yksiö,33540,670 €/kk,"26,5 m²",kerrostalo
300,ei sallittu,2017,hyvä,2*kk,Yksiö,33540,680 €/kk,29 m²,kerrostalo
301,ei tiedossa,1902,hyvä,1700,Yksiö,00160,850 €/kk,24 m²,kerrostalo
302,ei tiedossa,1902,hyvä,1700,Yksiö,00160,850 €/kk,24 m²,kerrostalo
303,ei sallittu,1967,hyvä,2kk vuokra eli 2780€,5 +,40800,1 390 €/kk,125 m²,omakotitalo
304,ei tiedossa,2015,hyvä,1960 ,Kaksio,02200,980 €/kk,"40,5 m²",kerrostalo
305,ei tiedossa,1927,hyvä,1000.00,Yksiö,20540,500 €/kk,"40,5 m²",rivitalo
306,ei sallittu,1927,hyvä,1000 euroa,Yksiö,13200,480 €/kk,30 m²,kerrostalo
307,ei tiedossa,2015,hyvä,690,Kaksio,96460,690 €/kk,58 m²,rivitalo
308,ei sallittu,2017,hyvä,1kk takuuvuokra,4 huonetta,01650,1 590 €/kk,87 m²,erillistalo
309,ei tiedossa,2016,hyvä,750,3 huonetta,92160,750 €/kk,66 m²,rivitalo
310,ei tiedossa,1991,hyvä,1240.00,Kaksio,05200,620 €/kk,"53,5 m²",kerrostalo
311,ei tiedossa,1905,hyvä,3300.00,3 huonetta,00100,1 650 €/kk,79 m²,kerrostalo
312,ei tiedossa,1961,hyvä,1780.00,Kaksio,00570,890 €/kk,37 m²,kerrostalo
313,ei sallittu,1976,hyvä,1500€,Kaksio,01800,690 €/kk,58 m²,kerrostalo
314,ei sallittu,1938,hyvä,1200,Kaksio,15110,600 €/kk,42 m²,kerrostalo
315,ei sallittu,2017,hyvä,1kk vuokra,Yksiö,04410,700 €/kk,33 m²,rivitalo
316,ei sallittu,1996,hyvä,1kk vuokra,Yksiö,33480,"674,51 €/kk",50 m²,kerrostalo
317,ei sallittu,1974,hyvä,"1 660,00 e",Kaksio,33100,830 €/kk,51 m²,kerrostalo
318,ei tiedossa,1912,hyvä,1700 ,Yksiö,00260,850 €/kk,"48,4 m²",kerrostalo
319,ei sallittu,1977,hyvä,1120,Kaksio,33720,560 €/kk,48 m²,kerrostalo
320,ei sallittu,2017,hyvä,"878 tai 439, mikäli vuokralaisella on vuokratakaaja",Yksiö,90570,439 €/kk,"21,5 m²",kerrostalo
321,ei tiedossa,2007,hyvä,"878 tai 439, mikäli vuokralaisella on vuokratakaaja",Kaksio,02130,1 000 €/kk,60 m²,kerrostalo
322,ei tiedossa,1979,tyydyttävä,1480.00,Kaksio,20880,740 €/kk,61 m²,rivitalo
323,ei tiedossa,1979,hyvä,1260.00,Kaksio,21500,630 €/kk,"76,5 m²",kerrostalo
324,ei tiedossa,1979,hyvä,1460.00,Yksiö,00930,730 €/kk,36 m²,kerrostalo
325,ei tiedossa,2015,hyvä,1540.00,Kaksio,01700,770 €/kk,"37,5 m²",kerrostalo
326,ei sallittu,2003,hyvä,1040.00,Kaksio,28100,520 €/kk,42 m²,kerrostalo
327,ei sallittu,1966,hyvä,480.00,Yksiö,50120,480 €/kk,"30,5 m²",kerrostalo
328,ei sallittu,1987,ei luokiteltu,480.00,Yksiö,40630,"354,90 €/kk",28 m²,kerrostalo
329,ei sallittu,1999,ei luokiteltu,480.00,3 huonetta,40270,"889,72 €/kk",80 m²,kerrostalo
330,ei sallittu,1987,ei luokiteltu,480.00,Kaksio,40800,546 €/kk,60 m²,kerrostalo
331,ei sallittu,1989,hyvä,480.00,Kaksio,33470,"596,58 €/kk",45 m²,rivitalo
332,ei sallittu,1979,hyvä,480.00,3 huonetta,33470,"795,12 €/kk","79,5 m²",kerrostalo
333,ei sallittu,2013,ei luokiteltu,1410.00,Kaksio,15610,705 €/kk,"44,5 m²",kerrostalo
334,ei sallittu,2013,ei luokiteltu,1536.00,Kaksio,15610,768 €/kk,49 m²,kerrostalo
335,ei sallittu,2013,ei luokiteltu,1364.00,Kaksio,15610,682 €/kk,"42,5 m²",kerrostalo
336,ei sallittu,2013,ei luokiteltu,1816.00,Kaksio,15140,908 €/kk,"57,5 m²",kerrostalo
337,ei sallittu,2013,ei luokiteltu,1536.00,Kaksio,15610,768 €/kk,49 m²,kerrostalo
338,ei sallittu,2013,ei luokiteltu,1798.00,Kaksio,15140,899 €/kk,"57,5 m²",kerrostalo
339,ei tiedossa,1958,hyvä,1420.00,Yksiö,00320,710 €/kk,26 m²,kerrostalo
340,ei tiedossa,2001,hyvä,2200.00,Kaksio,00810,1 100 €/kk,"55,5 m²",kerrostalo
341,ei sallittu,2013,hyvä,760 €,Kaksio,65100,760 €/kk,58 m²,kerrostalo
342,ei sallittu,1962,hyvä,2000,4 huonetta,08150,1 000 €/kk,147 m²,omakotitalo
343,ei sallittu,2015,hyvä,vuosisitoumus ei vakuutta,Kaksio,15830,715 €/kk,"50,5 m²",kerrostalo
344,ei tiedossa,1962,hyvä,482.75,Kaksio,30100,"482,75 €/kk","45,5 m²",kerrostalo
345,ei tiedossa,1983,tyydyttävä,860.00,Yksiö,57100,430 €/kk,30 m²,kerrostalo
346,ei tiedossa,1987,hyvä,1654.00,3 huonetta,15100,827 €/kk,66 m²,kerrostalo
347,ei tiedossa,2017,hyvä,1830.00,Kaksio,01300,915 €/kk,"50,5 m²",kerrostalo
348,ei tiedossa,1995,hyvä,2720.00,Kaksio,02610,1 360 €/kk,"91,5 m²",paritalo
349,ei sallittu,1958,hyvä,1320.00,Kaksio,28130,660 €/kk,61 m²,kerrostalo
350,ei tiedossa,1958,ei luokiteltu,550.00,Kaksio,40340,550 €/kk,55 m²,kerrostalo
351,ei sallittu,1963,tyydyttävä,1kk:n vuokran suuruinen,Kaksio,90230,520 €/kk,43 m²,kerrostalo
352,ei sallittu,2010,hyvä,1kk:n vuokran suuruinen,3 huonetta,90420,725 €/kk,55 m²,rivitalo
353,ei sallittu,1977,hyvä,1kk:n vuokran suuruinen,Kaksio,90500,590 €/kk,"50,5 m²",kerrostalo
354,ei sallittu,1977,ei luokiteltu,2kk:n vuokran suuruinen,Kaksio,01670,2 735 €/kk,342 m²,varastotila
355,ei sallittu,2017,hyvä,2kk:n vuokran suuruinen,Yksiö,00410,690 €/kk,29 m²,kerrostalo
356,ei sallittu,2008,hyvä,1kk:n vuokran suuruinen,Kaksio,90120,720 €/kk,55 m²,kerrostalo
357,sallittu,2004,hyvä,500 € - 3 kk:n vuokran määrä,3 huonetta,70700,"818,40 €/kk",91 m²,kerrostalo
358,ei sallittu,1971,hyvä,760 €,Yksiö,38200,380 €/kk,28 m²,kerrostalo
359,ei sallittu,1961,tyydyttävä,960 €,Yksiö,20100,480 €/kk,30 m²,kerrostalo
360,ei sallittu,1999,hyvä,250,3 huonetta,82200,738 €/kk,70 m²,rivitalo
361,ei sallittu,2002,hyvä,250,Kaksio,80140,670 €/kk,51 m²,rivitalo
362,ei sallittu,2001,hyvä,250.00,Kaksio,13210,630 €/kk,64 m²,kerrostalo
363,ei sallittu,1975,hyvä,720,Kaksio,80230,720 €/kk,56 m²,rivitalo
364,ei sallittu,1966,hyvä,250 €,Kaksio,70200,892 €/kk,61 m²,kerrostalo
365,ei sallittu,1993,hyvä,250 €,3 huonetta,20540,830 €/kk,79 m²,kerrostalo
366,ei sallittu,1980,ei luokiteltu,630 €,Kaksio,96100,630 €/kk,61 m²,kerrostalo
367,ei sallittu,1980,hyvä,0,Kaksio,02250,"860,50 €/kk",53 m²,kerrostalo
368,ei sallittu,1972,hyvä,1340 €,Kaksio,60100,670 €/kk,46 m²,kerrostalo
369,ei sallittu,1998,hyvä,2 kk vuokraa vastaava summa,Kaksio,00980,"879,99 €/kk",55 m²,kerrostalo
370,ei sallittu,1978,ei luokiteltu,"250,00",Kaksio,15500,530 €/kk,"50,5 m²",kerrostalo
371,ei sallittu,1978,ei luokiteltu,520€,Kaksio,26100,520 €/kk,"58,5 m²",kerrostalo
372,ei tiedossa,1956,hyvä,520€,Kaksio,90500,629 €/kk,54 m²,kerrostalo
